Case_ID,Activity,Timestamp,Portfolio_ID,Stock_Symbol,Quantity,Price
CASE-2198,Portfolio Review,2023-12-02 13:59:48,72679,GOOGL,N/A,4776.23
CASE-5916,Consultation,2023-01-04 09:39:30,72186,MSFT,N/A,4078.67
CASE-5410,Dividend Received,2023-07-23 08:26:30,56641,AMZN,N/A,28.68
CASE-2351,Consultation,2023-01-01 05:18:44,35811,MSFT,N/A,2699.53
CASE-2295,Buy Stock,2023-06-14 06:48:18,30419,AAPL,N/A,440.68
CASE-8132,Dividend Received,2023-03-24 12:35:41,75574,AMZN,N/A,4794.11
CASE-9195,Buy Stock,2023-02-21 13:25:04,60957,MSFT,N/A,4869.94
CASE-9165,Buy Stock,2023-12-04 19:24:50,19408,AMZN,N/A,2449.98
CASE-5280,Buy Stock,2023-07-12 11:58:12,96516,TSLA,N/A,315.68
CASE-6201,Portfolio Review,2023-04-23 13:50:57,26634,TSLA,N/A,374.45
CASE-4943,Tax Calculation,2023-12-29 23:40:59,26998,MSFT,N/A,1177.84
CASE-6609,Sell Stock,2023-02-18 11:58:21,77480,MSFT,N/A,2725.9
CASE-4813,Tax Calculation,2023-09-09 14:45:56,20799,AMZN,N/A,3359.34
CASE-6940,Tax Calculation,2023-07-30 19:14:42,70337,MSFT,N/A,1549.92
CASE-5247,Tax Calculation,2023-02-17 03:54:59,26563,MSFT,N/A,4097.63
CASE-5706,Sell Stock,2023-09-29 02:46:52,62004,AAPL,N/A,3530.61
CASE-4583,Sell Stock,2023-09-24 23:17:32,92135,AMZN,N/A,2377.21
CASE-1924,Portfolio Review,2023-08-06 02:24:47,49162,AAPL,N/A,3884.52
CASE-6057,Consultation,2023-08-06 11:02:33,76682,TSLA,N/A,3832.06
CASE-9160,Dividend Received,2023-01-04 06:30:32,61356,TSLA,N/A,1002.32
CASE-9086,Tax Calculation,2023-03-04 16:51:14,68240,AAPL,N/A,2341.97
CASE-5166,Portfolio Review,2023-01-05 06:46:12,18989,TSLA,N/A,2165.91
CASE-9126,Consultation,2023-09-22 09:34:43,65730,AAPL,N/A,4717.65
CASE-1806,Portfolio Review,2023-05-27 06:14:29,64509,AMZN,N/A,4425.9
CASE-8709,Consultation,2023-05-08 03:21:45,30129,AAPL,N/A,1409.45
CASE-4293,Portfolio Review,2023-03-20 11:59:45,70255,AMZN,N/A,1739.58
CASE-5012,Buy Stock,2023-06-09 18:37:55,59468,AAPL,N/A,1283.56
CASE-7307,Buy Stock,2023-12-29 12:03:29,82362,AMZN,N/A,3930.99
CASE-9123,Buy Stock,2023-03-03 16:33:40,21407,AMZN,N/A,193.28
CASE-6497,Buy Stock,2023-05-24 11:54:23,24505,AAPL,N/A,4709.46
CASE-9691,Consultation,2023-08-08 08:57:01,89499,TSLA,N/A,3169.37
CASE-9105,Tax Calculation,2023-12-14 17:37:17,61627,AMZN,N/A,1364.03
CASE-1509,Consultation,2023-05-10 18:12:21,53342,TSLA,N/A,1258.09
CASE-2861,Buy Stock,2023-04-29 08:02:47,63265,AMZN,N/A,3543.83
CASE-7092,Dividend Received,2023-02-17 09:07:07,69687,AMZN,N/A,2061.64
CASE-8220,Portfolio Review,2023-05-26 05:41:32,91048,AMZN,N/A,2066.91
CASE-1981,Consultation,2023-11-05 07:10:52,65558,TSLA,N/A,420.98
CASE-2161,Buy Stock,2023-07-25 04:56:38,96064,MSFT,N/A,1549.44
CASE-2634,Dividend Received,2023-08-28 20:30:14,99074,AMZN,N/A,1526.12
CASE-4643,Buy Stock,2023-04-13 21:29:52,88861,MSFT,N/A,1903.8
CASE-3094,Dividend Received,2023-03-17 16:37:37,57829,AMZN,N/A,54.89
CASE-1359,Tax Calculation,2023-12-06 23:34:04,11655,AAPL,N/A,2332.22
CASE-5212,Consultation,2023-04-28 13:07:12,40569,MSFT,N/A,1597.9
CASE-1558,Portfolio Review,2023-01-12 10:47:46,50880,MSFT,N/A,807.06
CASE-2908,Tax Calculation,2023-06-06 06:43:20,79399,GOOGL,N/A,2235.94
CASE-9347,Buy Stock,2023-07-05 19:18:31,80541,AAPL,N/A,4320.62
CASE-7866,Tax Calculation,2023-03-09 13:48:57,83012,AAPL,N/A,27.96
CASE-4884,Tax Calculation,2023-12-04 00:30:05,58842,AAPL,N/A,2006.67
CASE-4187,Buy Stock,2023-08-15 12:47:10,34467,GOOGL,N/A,171.23
CASE-1597,Tax Calculation,2023-04-07 11:11:00,51831,GOOGL,N/A,860.44
CASE-8192,Sell Stock,2023-07-02 13:44:12,89209,AMZN,N/A,2411.38
CASE-9750,Consultation,2023-07-29 05:22:48,84725,AMZN,N/A,2035.44
CASE-9248,Sell Stock,2023-04-22 05:56:06,17202,GOOGL,N/A,2002.91
CASE-2662,Dividend Received,2023-01-12 09:14:31,28660,GOOGL,N/A,999.32
CASE-5430,Buy Stock,2023-06-29 11:20:12,98090,AMZN,N/A,3033.26
CASE-9413,Dividend Received,2023-02-01 11:19:23,31542,AAPL,N/A,3265.36
CASE-5984,Dividend Received,2023-03-18 20:02:21,18181,MSFT,N/A,2523.53
CASE-8850,Buy Stock,2023-10-15 05:50:11,78622,AAPL,N/A,1007.58
CASE-9309,Sell Stock,2023-11-09 10:39:36,73237,MSFT,N/A,2922.8
CASE-1115,Sell Stock,2023-03-29 16:59:33,78564,MSFT,N/A,4086.83
CASE-9088,Consultation,2023-01-13 15:18:41,88130,AMZN,N/A,2391.17
CASE-7476,Buy Stock,2023-06-07 02:29:10,24508,AMZN,N/A,1697.85
CASE-9666,Dividend Received,2023-04-07 10:42:45,42218,MSFT,N/A,2040.29
CASE-9220,Dividend Received,2023-09-05 07:50:23,95204,AMZN,N/A,2816.95
CASE-7760,Dividend Received,2023-04-28 04:39:05,33424,TSLA,N/A,4420.32
CASE-9542,Tax Calculation,2023-03-24 00:23:42,90756,GOOGL,N/A,464.39
CASE-3112,Consultation,2023-08-17 13:51:54,20130,AAPL,N/A,2449.76
CASE-4790,Tax Calculation,2023-08-07 02:49:53,14875,GOOGL,N/A,2753.6
CASE-8875,Buy Stock,2023-07-17 13:41:40,98278,AMZN,N/A,787.82
CASE-9776,Buy Stock,2023-03-07 15:20:55,42370,MSFT,N/A,3919.78
CASE-1761,Portfolio Review,2023-07-22 19:57:10,32592,AAPL,N/A,1392.13
CASE-3441,Consultation,2023-07-12 05:51:05,32229,MSFT,N/A,3216.5
CASE-7370,Sell Stock,2023-04-13 19:18:31,57570,MSFT,N/A,1553.65
CASE-7488,Consultation,2023-04-10 07:37:32,62028,MSFT,N/A,3147.64
CASE-1353,Portfolio Review,2023-10-28 18:16:00,15810,MSFT,N/A,3084.94
CASE-1595,Sell Stock,2023-01-27 09:53:16,84526,MSFT,N/A,2753.51
CASE-7575,Tax Calculation,2023-09-27 20:07:50,87451,MSFT,N/A,3996.04
CASE-8556,Dividend Received,2023-10-21 18:16:33,54441,GOOGL,N/A,3540.08
CASE-5121,Sell Stock,2023-06-21 21:19:30,58537,AMZN,N/A,3043.06
CASE-9074,Sell Stock,2023-03-12 13:54:52,14625,AAPL,N/A,2611.72
CASE-6159,Consultation,2023-06-14 11:13:58,24771,AAPL,N/A,4197.13
CASE-9068,Sell Stock,2023-04-29 02:16:17,83697,MSFT,N/A,1505.69
CASE-3905,Dividend Received,2023-09-20 15:22:08,10884,MSFT,N/A,3951.22
CASE-9915,Sell Stock,2023-10-22 23:35:28,96557,GOOGL,N/A,4902.19
CASE-5789,Buy Stock,2023-01-18 01:56:51,40687,AMZN,N/A,2569.72
CASE-2480,Consultation,2023-06-22 17:16:10,60006,TSLA,N/A,613.26
CASE-7416,Buy Stock,2023-04-06 22:35:33,99817,AMZN,N/A,546.79
CASE-6644,Buy Stock,2023-10-01 14:08:58,43854,MSFT,N/A,4781.96
CASE-4312,Sell Stock,2023-01-20 07:22:00,60504,TSLA,N/A,2714.6
CASE-9047,Buy Stock,2023-06-26 00:55:15,10642,AMZN,N/A,112.92
CASE-6572,Consultation,2023-12-09 19:34:27,38060,GOOGL,N/A,2577.34
CASE-2587,Buy Stock,2023-04-30 00:02:13,70957,TSLA,N/A,4511.65
CASE-3474,Sell Stock,2023-03-13 10:23:30,98795,AMZN,N/A,4698.73
CASE-9343,Buy Stock,2023-09-22 22:21:06,10582,MSFT,N/A,4257.23
CASE-7381,Portfolio Review,2023-09-28 16:59:42,33536,TSLA,N/A,2159.37
CASE-7905,Consultation,2023-03-28 02:27:02,67037,MSFT,N/A,2860.77
CASE-5064,Dividend Received,2023-03-05 04:44:33,31548,GOOGL,N/A,657.03
